rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_ich*","Präsens_du","Präsens_du*","Präsens_er, sie, es","Präteritum_ich","Präteritum_ich*","Partizip II","Partizip II*","Konjunktiv II_ich","Konjunktiv II_ich*","Imperativ Singular","Imperativ Singular*","Imperativ Singular 2","Imperativ Plural","Imperativ Plural*",Hilfsverb,Hilfsverb*,Bild,"Bild 1","Bild 2","Bild 3","Bild 4"
15534,168,signieren,"","",signiere,"",signierst,"",signiert,signierte,"",signiert,"",signierte,"",signiere,signier,"",signiert,"",haben,"","","","","",""
15539,168,herunterkommen,"","","komme herunter","","kommst herunter","","kommt herunter","kam herunter","",heruntergekommen,"","käme herunter","","komm herunter","","","kommt herunter","",sein,"","","","","",""
15555,168,erlegen,"","",erlege,"",erlegst,"",erlegt,erlegte,"",erlegt,"",erlegte,"",erleg,erlege,"",erlegt,"",haben,"","","","","",""
15577,168,auflesen,"","","lese auf","","liest auf","","liest auf","las auf","",aufgelesen,"","läse auf","","lies auf","","","lest auf","",haben,"","Bundesarchiv Bild 183-2005-0805-525, Berlin, Stoppeln von Möhren.jpg|mini|1|Im [[Berlin]] von 1947 ist man nach der [[Ernte]] nochmal über das [[Feld]] [[gehen|gegangen]] und hat die übriggebliebenen [[Möhre]]n ''aufgelesen:'' Eine [[Mahlzeit]] [[kommen|kam]] damit zusammen.","","","",""
15581,167,schnuppern,"","",schnuppere,"",schnupperst,"",schnuppert,schnupperte,"",geschnuppert,"",schnupperte,"",schnupper,schnuppere,"",schnuppert,"",haben,"","","","","",""
15585,167,"bändigen","","","bändige","","bändigst","","bändigt","bändigte","","gebändigt","","bändigte","","bändige","","","bändigt","",haben,"","","","","",""
15591,167,umschauen,"","","schaue um","","schaust um","","schaut um","schaute um","",umgeschaut,"","schaute um","","schau um","schaue um","","schaut um","",haben,"","","","","",""
15592,167,verdunkeln,"","",verdunkle,"",verdunkelst,"",verdunkelt,verdunkelte,"",verdunkelt,"",verdunkelte,"",verdunkle,"","",verdunkelt,"",haben,"","","","","",""
15600,167,orientieren,"","",orientiere,"",orientierst,"",orientiert,orientierte,"",orientiert,"",orientierte,"",orientiere,orientier,"",orientiert,"",haben,"","","","","",""
15605,167,"kämmen","","","kämme","","kämmst","","kämmt","kämmte","","gekämmt","","kämmte","","kämme","kämm","","kämmt","",haben,"","Pierre-Auguste Renoir 072.jpg|150px|1|kämmen","","","",""
15608,167,johlen,"","",johle,"",johlst,"",johlt,johlte,"",gejohlt,"",johlte,"",johl,johle,"",johlt,"",haben,"","","","","",""
15614,167,signalisieren,"","",signalisiere,"",signalisierst,"",signalisiert,signalisierte,"",signalisiert,"",signalisierte,"",signalisiere,signalisier,"",signalisiert,"",haben,"","","","","",""
15631,167,pensionieren,"","",pensioniere,"",pensionierst,"",pensioniert,pensionierte,"",pensioniert,"",pensionierte,"",pensionier,pensioniere,"",pensioniert,"",haben,"","","","","",""
15645,167,nagen,"","",nage,"",nagst,"",nagt,nagte,"",genagt,"",nagte,"",nag,nage,"",nagt,"",haben,"","","","","",""
15658,166,weglegen,"","","lege weg","","legst weg","","legt weg","legte weg","",weggelegt,"","legte weg","","leg weg","lege weg","","legt weg","",haben,"","","","","",""
15666,166,linsen,"","",linse,"",linst,"",linst,linste,"",gelinst,"",linste,"",lins,linse,"",linst,"",haben,"","US Navy 080818-N-3595W-080 A Nicaraguan child peeks through a bench watching for her mother at the medical clinic during Continuing Promise (CP) 2008.jpg|thumb|1|Ein [[Kind]] ''linst'' durch [[zwei]] [[Holzbrett]]er.","","","",""
15670,166,besinnen,"","",besinne,"",besinnst,"",besinnt,besann,"",besonnen,"","besänne","besönne",besinn,"","",besinnt,"",haben,"","","","","",""
15683,166,missverstehen,"","",missverstehe,"",missverstehst,"",missversteht,missverstand,"",missverstanden,"","missverstände","missverstünde",missversteh,missverstehe,"",missversteht,"",haben,"","","","","",""
15688,166,"rösten","","","röste","","röstest","","röstet","röstete","","geröstet","","röstete","","röst","röste","","röstet","",haben,"","","","","",""
15689,166,fremdgehen,"","","gehe fremd","","gehst fremd","","geht fremd","ging fremd","",fremdgegangen,"","ginge fremd","","gehe fremd","","","geht fremd","",sein,"","","","","",""
15697,166,nachschlagen,"","","schlage nach","","schlägst nach","","schlägt nach","schlug nach","",nachgeschlagen,"","schlüge nach","","schlag nach","","","schlagt nach","",haben,"","","","","",""
15741,165,entfesseln,"","",entfessele,entfessle,entfesselst,"",entfesselt,entfesselte,"",entfesselt,"",entfesselte,"",entfessele,"","",entfesselt,"",haben,"","","","","",""
15768,164,entflohen,"","",entflohe,"",entflohst,"",entfloht,entflohte,"",entfloht,"",entflohte,"",entfloh,entflohe,"",entfloht,"",haben,"","","","","",""
15800,164,auftanken,"","","tanke auf","","tankst auf","","tankt auf","tankte auf","",aufgetankt,"","tankte auf","","tank auf","tanke auf","","tankt auf","",haben,"","X-47B First to Complete Autonomous Aerial Refueling.webm|mini|1|''Auftanken'' eines [[Flugzeug]]s in der [[Luft]]","","","",""
15823,163,erarbeiten,"","",erarbeite,"",erarbeitest,"",erarbeitet,erarbeitete,"",erarbeitet,"",erarbeitete,"",erarbeit,erarbeite,"",erarbeitet,"",haben,"","","","","",""
15835,163,vereiteln,"",X,vereitle,"",vereitelst,"",vereitelt,vereitelte,"",vereitelt,"",vereitelte,"",vereitle,"","",vereitelt,"",haben,"","","","","",""
15868,163,verweilen,"","",verweile,"",verweilst,"",verweilt,verweilte,"",verweilt,"",verweilte,"",verweile,verweil,"",verweilt,"",haben,"","","","","",""
15880,162,tilgen,"","",tilge,"",tilgst,"",tilgt,tilgte,"",getilgt,"",tilgte,"",tilg,tilge,"",tilgt,"",haben,"","","","","",""
15905,162,auflisten,"","","liste auf","","listest auf","","listet auf","listete auf","",aufgelistet,"","listete auf","","list auf","liste auf","","listet auf","",haben,"","","","","",""
15912,162,"blättern","","","blättere","","blätterst","","blättert","blätterte","","geblättert","","blätterte","","blättere","blätter","","blättert","",haben,"","","","","",""
15917,162,feststecken,"","","stecke fest","","steckst fest","","steckt fest","steckte fest","",festgesteckt,"","steckte fest","","steck fest","stecke fest","","steckt fest","",haben,"","","","","",""
15923,161,nachhelfen,"","","helfe nach","","hilfst nach","","hilft nach","half nach","",nachgeholfen,"","hülfe nach","","hilf nach","","","helft nach","",haben,"","","","","",""
15934,161,"überlaufen","","","laufe über","","läufst über","","läuft über","lief über","","übergelaufen","","liefe über","","lauf über","laufe über","","lauft über","",sein,"","","","","",""
15934,161,"überlaufen","","","überlaufe","","überläufst","","überläuft","überlief","","überlaufen","","überliefe","","überlaufe","überlauf","","überlauft","",haben,"","","","","",""
15944,161,"verkrüppeln","","","verkrüppele","","verkrüppelst","","verkrüppelt","verkrüppelte","","verkrüppelt","","verkrüppelte","","verkrüppel","verkrüppele","","verkrüppelt","",haben,sein,"","","","",""
15946,161,desinfizieren,"","",desinfiziere,"",desinfizierst,"",desinfiziert,desinfizierte,"",desinfiziert,"",desinfizierte,"",desinfizier,desinfiziere,"",desinfiziert,"",haben,"","Desinfection during bone marrow donation.jpg|thumb|1|der [[Rücken]] eines [[Patient]]en wird mit [[Jod]] ''desinfiziert''","","","",""
15954,161,rehabilitieren,"","",rehabilitiere,"",rehabilitierst,"",rehabilitiert,rehabilitierte,"",rehabilitiert,"",rehabilitierte,"",rehabilitiere,rehabilitier,"",rehabilitiert,"",haben,"","","","","",""
15957,161,aufzwingen,"","","zwinge auf","","zwingst auf","","zwingt auf","zwang auf","",aufgezwungen,"","zwänge auf","","zwinge auf","","","zwingt auf","",haben,"","","","","",""
15964,161,konkurrieren,"","",konkurriere,"",konkurrierst,"",konkurriert,konkurrierte,"",konkurriert,"",konkurrierte,"",konkurriere,konkurrier,"",konkurriert,"",haben,"","","","","",""
15974,161,zerkratzen,"","",zerkratze,"",zerkratzt,"",zerkratzt,zerkratzte,"",zerkratzt,"",zerkratzte,"",zerkratz,zerkratze,"",zerkratzt,"",haben,"","","","","",""
15996,160,verwahren,"","",verwahre,"",verwahrst,"",verwahrt,verwahrte,"",verwahrt,"",verwahrte,"",verwahr,verwahre,"",verwahrt,"",haben,"","","","","",""
16006,160,schnattern,"","",schnattere,"",schnatterst,"",schnattert,schnatterte,"",geschnattert,"",schnatterte,"",schnatter,schnattere,"",schnattert,"",haben,"","","","","",""
16017,160,poppen,"","",poppe,"",poppst,"",poppt,poppte,"",gepoppt,"",poppte,"",poppe,"","",poppt,"",haben,"","","","","",""
16036,160,"verknüpfen","","","verknüpfe","","verknüpfst","","verknüpft","verknüpfte","","verknüpft","","verknüpfte","","verknüpfe","verknüpf","","verknüpft","",haben,"","","","","",""
16065,159,unterstreichen,"","",unterstreiche,"",unterstreichst,"",unterstreicht,unterstrich,"",unterstrichen,"",unterstriche,"",unterstreich,unterstreiche,"",unterstreicht,"",haben,"","","","","",""
16068,159,vergelten,"","",vergelte,"",vergiltst,"",vergilt,vergalt,"",vergolten,"","vergälte","vergölte",vergilt,"","",vergeltet,"",haben,"","","","","",""
16069,159,rinnen,"","",rinne,"",rinnst,"",rinnt,rann,"",geronnen,"","ränne","rönne",rinn,rinne,"",rinnt,"",sein,"","","","","",""
16079,159,wegmachen,"","","mache weg","","machst weg","","macht weg","machte weg","",weggemacht,"","machte weg","","mach weg","mache weg","","macht weg","",haben,"","","","","",""
16082,159,ausstrecken,"","","strecke aus","","streckst aus","","streckt aus","streckte aus","",ausgestreckt,"","streckte aus","","streck aus","strecke aus","","streckt aus","",haben,"","","","","",""
16107,159,"ergründen","","","ergründe","","ergründest","","ergründet","ergründete","","ergründet","","ergründete","","ergründe","","","ergründet","",haben,"","","","","",""
16152,158,erbringen,"","",erbringe,"",erbringst,"",erbringt,erbrachte,"",erbracht,"","erbrächte","",erbring,erbringe,"",erbringt,"",haben,"","","","","",""
16156,158,reinschauen,"","","schaue rein","","schaust rein","","schaut rein","schaute rein","",reingeschaut,"","schaute rein","","schau rein","schaue rein","","schaut rein","",haben,"","","","","",""
16161,158,durchlesen,"","","lese durch","","liest durch","","liest durch","las durch","",durchgelesen,"","läse durch","","lies durch","","","lest durch","",haben,"","","","","",""
16162,158,tuten,"","",tute,"",tutest,"",tutet,tutete,"",getutet,"",tutete,"",tut,tute,"",tutet,"",haben,"","","","","",""
16168,158,verfrachten,"","",verfrachte,"",verfrachtest,"",verfrachtet,verfrachtete,"",verfrachtet,"",verfrachtete,"",verfracht,verfrachte,"",verfrachtet,"",haben,"","","","","",""
16173,158,verspannen,"","",verspanne,"",verspannst,"",verspannt,verspannte,"",verspannt,"",verspannte,"",verspann,verspanne,"",verspannt,"",haben,"","","","","",""
16178,158,schrammen,"","",schramme,"",schrammst,"",schrammt,schrammte,"",geschrammt,"",schrammte,"",schramm,schramme,"",schrammt,"",haben,sein,"","","","",""
16182,158,"erwärmen","","","erwärme","","erwärmst","","erwärmt","erwärmte","","erwärmt","","erwärmte","","erwärm","erwärme","","erwärmt","",haben,"","","","","",""
16184,158,verblassen,"","",verblasse,"",verblasst,"",verblasst,verblasste,"",verblasst,"",verblasste,"",verblass,verblasse,"",verblasst,"",sein,"","","","","",""
16185,158,abwickeln,"","","wickele ab","","wickelst ab","","wickelt ab","wickelte ab","",abgewickelt,"","wickelte ab","","wickle ab","wickele ab","","wickelt ab","",haben,"","","","","",""
16193,158,mogeln,"","",mogle,mogele,mogelst,"",mogelt,mogelte,"",gemogelt,"",mogelte,"",mogle,mogele,"",mogelt,"",haben,"","","","","",""
16194,158,ausladen,"","","lade aus","","lädst aus","","lädt aus","lud aus","",ausgeladen,"","lüde aus","","lad aus","lade aus","","ladet aus","",haben,"","","","","",""
16196,158,flaggen,"","",flagge,"",flaggst,"",flaggt,flaggte,"",geflaggt,"",flaggte,"",flagg,flagge,"",flaggt,"",haben,"","Germanwings Headquarter 2015 4.jpg|60px|1|auf halbmast ''geflaggt''","","","",""
16199,158,"erörtern","","","erörtere","","erörterst","","erörtert","erörterte","","erörtert","","erörterte","","erörtere","","","erörtert","",haben,"","","","","",""
16206,158,verdursten,"","",verdurste,"",verdurstest,"",verdurstet,verdurstete,"",verdurstet,"",verdurstete,"",verdurst,verdurste,"",verdurstet,"",sein,"","","","","",""
16239,157,spotten,"","",spotte,"",spottest,"",spottet,spottete,"",gespottet,"",spottete,"",spotte,"","",spottet,"",haben,"","","","","",""
16243,157,"überrollen","","","überrolle","","überrollst","","überrollt","überrollte","","überrollt","","überrollte","","überroll","überrolle","","überrollt","",haben,"","","","","",""
16245,157,kontakten,"","",kontakte,"",kontaktest,"",kontaktet,kontaktete,"",kontaktet,"",kontaktete,"",kontakte,"","",kontaktet,"",haben,"","","","","",""
16274,157,verschmutzen,"","",verschmutze,"",verschmutzt,"",verschmutzt,verschmutzte,"",verschmutzt,"",verschmutzte,"",verschmutze,verschmutz,"",verschmutzt,"",haben,"","","","","",""
16277,157,bereisen,"","",bereise,"",bereist,"",bereist,bereiste,"",bereist,"",bereiste,"",bereis,bereise,"",bereist,"",haben,"","","","","",""
16284,156,"überwiegen","","","wiege über","","wiegst über","","wiegt über","wog über","","übergewogen","","wöge über","","wieg über","wiege über","","wiegt über","",haben,"","","","","",""
16284,156,"überwiegen","","","überwiege","","überwiegst","","überwiegt","überwog","","überwogen","","überwöge","","überwieg","überwiege","","überwiegt","",haben,"","VidGajsek - Break your vine bottle.jpg|210px|1, 2|grüne Farbtöne ''überwiegen''","","","",""
16297,156,durchlassen,"","","lasse durch","","lässt durch","","lässt durch","ließ durch","",durchgelassen,"","ließe durch","","lasse durch","","","lasst durch","",haben,"","","","","",""
16302,156,hintreten,"","","trete hin","","trittst hin","","tritt hin","trat hin","",hingetreten,"","träte hin","","tritt hin","","","tretet hin","",haben,sein,"","","","",""
16306,156,projizieren,"","",projiziere,"",projizierst,"",projiziert,projizierte,"",projiziert,"",projizierte,"",projiziere,projizier,"",projiziert,"",haben,"","","","","",""
16308,156,seilen,"","",seile,"",seilst,"",seilt,seilte,"",geseilt,"",seilte,"",seil,seile,"",seilt,"",haben,"","","","","",""
16311,156,hochfahren,"","","fahre hoch","","fährst hoch","","fährt hoch","fuhr hoch","",hochgefahren,"","führe hoch","","fahr hoch","fahre hoch","","fahrt hoch","",haben,sein,"","","","",""
16322,156,"spaßen","","","spaße","","spaßt","","spaßt","spaßte","","gespaßt","","spaßte","","spaße","","","spaßet","spaßt",haben,"","","","","",""
16331,156,zusetzen,"","","setze zu","","setzt zu","","setzt zu","setzte zu","",zugesetzt,"","setzte zu","","setz zu","setze zu","","setzt zu","",haben,"","","","","",""
16351,155,korken,"","",korke,"",korkst,"",korkt,korkte,"",gekorkt,"",korkte,"",kork,korke,"",korkt,"",haben,"","","","","",""
16373,155,kompensieren,"","",kompensiere,"",kompensierst,"",kompensiert,kompensierte,"",kompensiert,"",kompensierte,"",kompensiere,kompensier,"",kompensiert,"",haben,"","","","","",""
16400,155,beliefern,"","",beliefere,"",belieferst,"",beliefert,belieferte,"",beliefert,"",belieferte,"",beliefere,"","",beliefert,"",haben,"","","","","",""
16402,155,ragen,"","",rage,"",ragst,"",ragt,ragte,"",geragt,"",ragte,"",rag,rage,"",ragt,"",haben,"","","","","",""
16407,155,herankommen,"","","komme heran","","kommst heran","","kommt heran","kam heran","",herangekommen,"","käme heran","","komm heran","","","kommt heran","",sein,"","","","","",""
16413,155,"anbrüllen","","","brülle an","","brüllst an","","brüllt an","brüllte an","","angebrüllt","","brüllte an","","brüll an","brülle an","","brüllt an","",haben,"","","","","",""
16419,154,beurlauben,"","",beurlaube,"",beurlaubst,"",beurlaubt,beurlaubte,"",beurlaubt,"",beurlaubte,"",beurlaub,beurlaube,"",beurlaubt,"",haben,"","","","","",""
16436,154,sohlen,"","",sohle,"",sohlst,"",sohlt,sohlte,"",gesohlt,"",sohlte,"",sohl,sohle,"",sohlt,"",haben,"","","","","",""
16451,154,"zusammenfügen","","","füge zusammen","","fügst zusammen","","fügt zusammen","fügte zusammen","","zusammengefügt","","fügte zusammen","","füg zusammen","füge zusammen","","fügt zusammen","",haben,"","","","","",""
16459,154,"zurückführen","","","führe zurück","","führst zurück","","führt zurück","führte zurück","","zurückgeführt","","führte zurück","","führ zurück","führe zurück","","führt zurück","",haben,"","","","","",""
16468,154,perfektionieren,"","",perfektioniere,"",perfektionierst,"",perfektioniert,perfektionierte,"",perfektioniert,"",perfektionierte,"",perfektioniere,perfektionier,"",perfektioniert,"",haben,"","","","","",""
16470,154,anmalen,"","","male an","","malst an","","malt an","malte an","",angemalt,"","malte an","","mal an","male an","","malt an","",haben,"","","","","",""
16472,154,fotzen,"","",fotze,"",fotzt,"",fotzt,fotzte,"",gefotzt,"",fotzte,"",fotz,fotze,"",fotzt,"",haben,"","","","","",""
16477,154,ausstechen,"","","steche aus","","stichst aus","","sticht aus","stach aus","",ausgestochen,"","stäche aus","","stich aus","","","stecht aus","",haben,"","Emporte piece bonhomme.jpg|thumb|3|eine [[Figur]] ''ausstechen''","","","",""
16488,154,erwirken,"","",erwirke,"",erwirkst,"",erwirkt,erwirkte,"",erwirkt,"",erwirkte,"",erwirk,erwirke,"",erwirkt,"",haben,"","","","","",""
16501,154,entheben,"","",enthebe,"",enthebst,"",enthebt,enthob,"",enthoben,"","enthöbe","enthübe",entheb,enthebe,"",enthebt,"",haben,"","","","","",""
16507,153,auseinandernehmen,"","","nehme auseinander","","nimmst auseinander","","nimmt auseinander","nahm auseinander","",auseinandergenommen,"","nähme auseinander","","nimm auseinander","","","nehmt auseinander","",haben,"","","","","",""
16509,153,vergeigen,"","",vergeige,"",vergeigst,"",vergeigt,vergeigte,"",vergeigt,"",vergeigte,"",vergeig,vergeige,"",vergeigt,"",haben,"","","","","",""
