rank,freq,Wort,Wortart,"Hörbeispiele",Synonyme,"Gegenwörter","Übersetzung",pronunciation_url
8223,440,Nonnen,"Deklinierte Form",De-Nonnen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Nonnen.ogg
8224,440,durchatmen,Verb,De-durchatmen.ogg,NYI,NYI,"breathe deeply, breathe|breathe (jetzt selten)",https://commons.wikimedia.org/wiki/Special:FilePath/De-durchatmen.ogg
8225,440,Seuche,Substantiv,De-Seuche.ogg,NYI,NYI,"epidemic, pestilence",https://commons.wikimedia.org/wiki/Special:FilePath/De-Seuche.ogg
8226,440,Phantom,Substantiv,De-Phantom.ogg,NYI,NYI,phantom,https://commons.wikimedia.org/wiki/Special:FilePath/De-Phantom.ogg
8227,440,Mehrheit,Substantiv,De-Mehrheit.ogg,NYI,NYI,"bulk, majority, plurality",https://commons.wikimedia.org/wiki/Special:FilePath/De-Mehrheit.ogg
8228,440,Interviews,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Interviews.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Interviews.wav"
8229,440,monatelang,Adjektiv,De-monatelang.ogg,NYI,NYI,"for months, lasting for months, for months on end",https://commons.wikimedia.org/wiki/Special:FilePath/De-monatelang.ogg
8230,440,Abflug,Substantiv,De-Abflug.ogg,NYI,NYI,"departure, takeoff",https://commons.wikimedia.org/wiki/Special:FilePath/De-Abflug.ogg
8231,440,"dürr",Adjektiv,"De-dürr.ogg",NYI,NYI,"dry, barren, lean, skinny","https://commons.wikimedia.org/wiki/Special:FilePath/De-dürr.ogg"
8232,439,Banane,Substantiv,De-Banane.ogg,NYI,NYI,"banana, plantain",https://commons.wikimedia.org/wiki/Special:FilePath/De-Banane.ogg
8234,439,Lebensunterhalt,Substantiv,"",NYI,NYI,"livelihood, living, subsistence",""
8235,439,"Haushälterin",Substantiv,"De-Haushälterin.ogg",NYI,NYI,housekeeper,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Haushälterin.ogg"
8236,439,versohlen,Verb,"",NYI,NYI,"",""
8238,439,mental,Adjektiv,De-mental.ogg,NYI,NYI,mental,https://commons.wikimedia.org/wiki/Special:FilePath/De-mental.ogg
8239,439,Fassung,Substantiv,De-Fassung.ogg,NYI,NYI,"socket, version, temper, countenance, composure",https://commons.wikimedia.org/wiki/Special:FilePath/De-Fassung.ogg
8241,439,imitieren,Verb,De-imitieren.ogg,NYI,NYI,"copy, fake, imitate, impersonate",https://commons.wikimedia.org/wiki/Special:FilePath/De-imitieren.ogg
8242,439,"Behälter",Substantiv,"De-Behälter.ogg",NYI,NYI,"bin, container, repository, receptacle","https://commons.wikimedia.org/wiki/Special:FilePath/De-Behälter.ogg"
8243,439,Stockwerk,Substantiv,De-Stockwerk.ogg,NYI,NYI,"floor, storey, story, level",https://commons.wikimedia.org/wiki/Special:FilePath/De-Stockwerk.ogg
8244,438,wat,"Konjugierte Form","",NYI,NYI,"",""
8245,438,Tapferkeit,Substantiv,"",NYI,NYI,"bravery, courage",""
8247,438,Gange,"Deklinierte Form",De-Gange.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Gange.ogg
8248,438,exklusiv,Adjektiv,De-exklusiv.ogg,NYI,NYI,exclusive,https://commons.wikimedia.org/wiki/Special:FilePath/De-exklusiv.ogg
8249,438,Brei,Substantiv,De-Brei.ogg,NYI,NYI,"pap, pudding, porridge, mush",https://commons.wikimedia.org/wiki/Special:FilePath/De-Brei.ogg
8250,438,Basil,Vorname,De-Basil.ogg,NYI,NYI,Basil,https://commons.wikimedia.org/wiki/Special:FilePath/De-Basil.ogg
8251,438,Polizeichef,Substantiv,"",NYI,NYI,"",""
8252,438,Unterhosen,"Deklinierte Form",De-Unterhosen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Unterhosen.ogg
8253,438,intern,Adjektiv,De-intern.ogg,NYI,NYI,internal,https://commons.wikimedia.org/wiki/Special:FilePath/De-intern.ogg
8254,438,leckt,"Konjugierte Form","",NYI,NYI,"",""
8255,438,"Integrität",Substantiv,"De-Integrität.ogg",NYI,NYI,integrity,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Integrität.ogg"
8256,437,Desaster,Substantiv,De-Desaster.ogg,NYI,NYI,disaster,https://commons.wikimedia.org/wiki/Special:FilePath/De-Desaster.ogg
8257,437,Leitungen,"Deklinierte Form","",NYI,NYI,"",""
8258,437,Dates,"Deklinierte Form",De-Dates.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Dates.ogg
8260,437,"Bälle","Deklinierte Form","De-Bälle.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Bälle.ogg"
8262,437,Bananen,"Deklinierte Form",De-Bananen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bananen.ogg
8263,437,"gleichgültig",Adjektiv,"}}, {{Audio",NYI,NYI,"indifferent, apathetic, complacent","https://commons.wikimedia.org/wiki/Special:FilePath/}}, {{Audio"
8264,437,Gesichtsausdruck,Substantiv,De-Gesichtsausdruck.ogg,NYI,NYI,"facial expression",https://commons.wikimedia.org/wiki/Special:FilePath/De-Gesichtsausdruck.ogg
8266,437,Iran,Toponym,De-Iran.ogg,NYI,NYI,Iran,https://commons.wikimedia.org/wiki/Special:FilePath/De-Iran.ogg
8267,436,"ausdrücklich",Adjektiv,"De-ausdrücklich.ogg",NYI,NYI,"explicit, express","https://commons.wikimedia.org/wiki/Special:FilePath/De-ausdrücklich.ogg"
8269,436,Feindes,"Deklinierte Form","",NYI,NYI,"",""
8270,436,technische,"Deklinierte Form","",NYI,NYI,"",""
8271,436,"Aktivität",Substantiv,"De-Aktivität.ogg",NYI,NYI,activity,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Aktivität.ogg"
8273,436,Becken,"Deklinierte Form",De-Becken.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Becken.ogg
8275,436,Kondome,"Deklinierte Form",De-Kondome.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kondome.ogg
8276,436,Kreislauf,Substantiv,"",NYI,NYI,circulation,""
8278,436,motivieren,Verb,De-motivieren.ogg,NYI,NYI,"motivate, give reasons",https://commons.wikimedia.org/wiki/Special:FilePath/De-motivieren.ogg
8279,436,Anschein,Substantiv,De-Anschein.ogg,NYI,NYI,"appearance, impression",https://commons.wikimedia.org/wiki/Special:FilePath/De-Anschein.ogg
8281,436,Power,Substantiv,"",NYI,NYI,power,""
8282,436,"Plätzchen",Substantiv,"De-Plätzchen.ogg",NYI,NYI,"cookie, biscuit","https://commons.wikimedia.org/wiki/Special:FilePath/De-Plätzchen.ogg"
8283,435,friss,"Konjugierte Form","",NYI,NYI,"",""
8284,435,"Unabhängigkeit",Substantiv,"De-Unabhängigkeit.ogg",NYI,NYI,"independency, independence","https://commons.wikimedia.org/wiki/Special:FilePath/De-Unabhängigkeit.ogg"
8286,435,verringern,Verb,De-veringern.ogg,NYI,NYI,decrease,https://commons.wikimedia.org/wiki/Special:FilePath/De-veringern.ogg
8287,435,Erika,Vorname,De-Erika.ogg,NYI,NYI,Heather,https://commons.wikimedia.org/wiki/Special:FilePath/De-Erika.ogg
8288,435,Portion,Substantiv,De-Portion.ogg,NYI,NYI,portion,https://commons.wikimedia.org/wiki/Special:FilePath/De-Portion.ogg
8289,435,Reparatur,Substantiv,De-Reparatur.ogg,NYI,NYI,repair,https://commons.wikimedia.org/wiki/Special:FilePath/De-Reparatur.ogg
8290,435,idiotisch,Adjektiv,De-idiotisch.ogg,NYI,NYI,idiotic,https://commons.wikimedia.org/wiki/Special:FilePath/De-idiotisch.ogg
8291,435,ausspionieren,Verb,De-ausspionieren.ogg,NYI,NYI,"spy on",https://commons.wikimedia.org/wiki/Special:FilePath/De-ausspionieren.ogg
8292,435,Gehirns,"Deklinierte Form","",NYI,NYI,"",""
8294,435,deaktiviert,Adjektiv,"",NYI,NYI,deactivated,""
8295,435,schocken,Verb,De-schocken.ogg,NYI,NYI,"shock|to shock",https://commons.wikimedia.org/wiki/Special:FilePath/De-schocken.ogg
8297,435,Imperium,Substantiv,De-Imperium.ogg,NYI,NYI,"empire, imperium",https://commons.wikimedia.org/wiki/Special:FilePath/De-Imperium.ogg
8299,435,Zeus,Eigenname,"",NYI,NYI,Zeus,""
8300,435,Theresa,Vorname,"De-at Theresa.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-at Theresa.ogg"
8301,434,Insassen,"Deklinierte Form","",NYI,NYI,"",""
8303,434,Nils,Vorname,"",NYI,NYI,"",""
8305,434,Endes,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Endes.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Endes.wav"
8306,434,Kurier,Substantiv,De-Kurier.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kurier.ogg
8307,434,"Streichhölzer","Deklinierte Form","De-Streichhölzer.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Streichhölzer.ogg"
8308,434,Nummernschild,Substantiv,De-Nummernschild.ogg,NYI,NYI,"license plate, license tag, licence plate, licence tag, number plate, registration plate",https://commons.wikimedia.org/wiki/Special:FilePath/De-Nummernschild.ogg
8309,433,derer,"Deklinierte Form",de-derer.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/de-derer.ogg
8310,433,massieren,Verb,De-massieren.ogg,NYI,NYI,massage,https://commons.wikimedia.org/wiki/Special:FilePath/De-massieren.ogg
8311,433,schlingen,Verb,De-schlingen.ogg,NYI,NYI,"noose, wrap firmly, gobble",https://commons.wikimedia.org/wiki/Special:FilePath/De-schlingen.ogg
8313,433,Unterwelt,Substantiv,De-Unterwelt.ogg,NYI,NYI,"underworld, netherworld, nether world",https://commons.wikimedia.org/wiki/Special:FilePath/De-Unterwelt.ogg
8314,433,Ohrringe,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Ohrringe.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Ohrringe.wav"
8318,433,hingegen,Adverb,De-hingegen.ogg,NYI,NYI,"in contrast",https://commons.wikimedia.org/wiki/Special:FilePath/De-hingegen.ogg
8319,433,Senf,Substantiv,De-Senf.ogg,NYI,NYI,mustard,https://commons.wikimedia.org/wiki/Special:FilePath/De-Senf.ogg
8323,433,bekomm,"Konjugierte Form","",NYI,NYI,"",""
8324,433,Verlegenheit,Substantiv,"",NYI,NYI,"embarrassment, perplexity",""
8327,432,durchfallen,Verb,"",NYI,NYI,"fail, flop",""
8328,432,Lina,Vorname,"}}, {{Pl.1",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/}}, {{Pl.1"
8329,432,"Geschwätz",Substantiv,"De-Geschwätz.ogg",NYI,NYI,"twaddle, gossip","https://commons.wikimedia.org/wiki/Special:FilePath/De-Geschwätz.ogg"
8331,432,Zeugs,"Deklinierte Form","",NYI,NYI,"",""
8332,432,"förmlich",Adjektiv,"De-förmlich.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-förmlich.ogg"
8333,432,gottverdammten,"Deklinierte Form","",NYI,NYI,"",""
8334,432,hebel,"Konjugierte Form",De-hebel.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-hebel.ogg
8335,432,Partnerschaft,Substantiv,"",NYI,NYI,partnership,""
8336,432,Angewohnheit,Substantiv,De-Angewohnheit.ogg,NYI,NYI,habit,https://commons.wikimedia.org/wiki/Special:FilePath/De-Angewohnheit.ogg
8337,432,hinhalten,Verb,De-hinhalten.ogg,NYI,NYI,"hold out, stall",https://commons.wikimedia.org/wiki/Special:FilePath/De-hinhalten.ogg
8338,432,rutsch,"Konjugierte Form","",NYI,NYI,"",""
8341,431,Fels,Substantiv,De-Fels.ogg,NYI,NYI,rock,https://commons.wikimedia.org/wiki/Special:FilePath/De-Fels.ogg
8342,431,erbauen,Verb,"",NYI,NYI,"build, construct, edify",""
8343,431,Gattin,Substantiv,De-Gattin.ogg,NYI,NYI,wife,https://commons.wikimedia.org/wiki/Special:FilePath/De-Gattin.ogg
8344,431,"spätestens",Adverb,"",NYI,NYI,"at the latest",""
8345,431,Konversation,Substantiv,De-Konversation.ogg,NYI,NYI,conversation,https://commons.wikimedia.org/wiki/Special:FilePath/De-Konversation.ogg
8346,431,Produzenten,"Deklinierte Form","",NYI,NYI,"",""
8347,431,Angeber,Substantiv,De-Angeber.ogg,NYI,NYI,"showoff, blusterer, boaster, braggadocio, braggart, know-it-all, loud mouth",https://commons.wikimedia.org/wiki/Special:FilePath/De-Angeber.ogg
8348,431,Entzug,Substantiv,De-Entzug.ogg,NYI,NYI,"revoking, withdrawal",https://commons.wikimedia.org/wiki/Special:FilePath/De-Entzug.ogg
8349,431,Konsul,Substantiv,"",NYI,NYI,consul,""
8350,431,misstrauen,Verb,"",NYI,NYI,"distrust, doubt, mistrust, suspect",""
8351,431,Nanny,Vorname,"",NYI,NYI,Nanny,""
8352,431,verfickten,"Deklinierte Form","",NYI,NYI,"",""
8353,431,Norwegen,Toponym,De-Norwegen.ogg,NYI,NYI,Norway,https://commons.wikimedia.org/wiki/Special:FilePath/De-Norwegen.ogg
8354,431,beben,Verb,De-beben.ogg,NYI,NYI,tremble,https://commons.wikimedia.org/wiki/Special:FilePath/De-beben.ogg
8355,430,Waffenstillstand,Substantiv,De-Waffenstillstand.ogg,NYI,NYI,"armistice, truce, ceasefire",https://commons.wikimedia.org/wiki/Special:FilePath/De-Waffenstillstand.ogg
8356,430,Vermittlung,Substantiv,De-Vermittlung.ogg,NYI,NYI,"arbitration, mediation, conveying, switchboard",https://commons.wikimedia.org/wiki/Special:FilePath/De-Vermittlung.ogg
8357,430,Schwarm,Substantiv,De-Schwarm.ogg,NYI,NYI,"swarm, flock, school, shoal",https://commons.wikimedia.org/wiki/Special:FilePath/De-Schwarm.ogg
8358,430,Reste,"Deklinierte Form","",NYI,NYI,"",""
8359,430,streiche,"Konjugierte Form","",NYI,NYI,"",""
8360,430,Salut,Substantiv,"",NYI,NYI,"",""
8362,429,Bordell,Substantiv,De-Bordell.ogg,NYI,NYI,"brothel, whorehouse, bawdy-house, house of ill fame",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bordell.ogg
8363,429,ROMs,"Deklinierte Form","",NYI,NYI,"",""
8364,429,puh,Interjektion,"",NYI,NYI,phew,""
8365,429,Morphium,Substantiv,"",NYI,NYI,morphine,""
8366,429,Zitrone,Substantiv,De-Zitrone.ogg,NYI,NYI,"lemon, lemon tree",https://commons.wikimedia.org/wiki/Special:FilePath/De-Zitrone.ogg
8367,429,Garde,Substantiv,De-Garde.ogg,NYI,NYI,guard,https://commons.wikimedia.org/wiki/Special:FilePath/De-Garde.ogg
8368,429,surfen,Verb,De-surfen.ogg,NYI,NYI,"surf|to surf, surf, windsurf, zap, train surf",https://commons.wikimedia.org/wiki/Special:FilePath/De-surfen.ogg
8371,428,Sklaverei,Substantiv,De-Sklaverei.ogg,NYI,NYI,slavery,https://commons.wikimedia.org/wiki/Special:FilePath/De-Sklaverei.ogg
8372,428,Mitteilung,Substantiv,De-Mitteilung.ogg,NYI,NYI,message,https://commons.wikimedia.org/wiki/Special:FilePath/De-Mitteilung.ogg
8374,428,Rektor,Substantiv,"",NYI,NYI,"rector, principal",""
8375,428,Traurigkeit,Substantiv,"",NYI,NYI,sadness,""
8376,428,Sorgerecht,Substantiv,"",NYI,NYI,custody,""
8377,428,Expedition,Substantiv,De-Expedition.ogg,NYI,NYI,exploration,https://commons.wikimedia.org/wiki/Special:FilePath/De-Expedition.ogg
8378,428,staatlich,Adjektiv,De-staatlich.ogg,NYI,NYI,"state, state-owned",https://commons.wikimedia.org/wiki/Special:FilePath/De-staatlich.ogg
8379,428,Cocktail,Substantiv,De-Cocktail.ogg,NYI,NYI,cocktail,https://commons.wikimedia.org/wiki/Special:FilePath/De-Cocktail.ogg
8380,428,Formular,Substantiv,De-Formular.ogg,NYI,NYI,form,https://commons.wikimedia.org/wiki/Special:FilePath/De-Formular.ogg
8381,428,"Schlösser","Deklinierte Form","",NYI,NYI,"",""
8383,428,Kasino,Substantiv,"",NYI,NYI,"",""
8384,428,Aktionen,"Deklinierte Form","",NYI,NYI,"",""
8385,428,vorlegen,Verb,"",NYI,NYI,"provide, present",""
8386,428,Komiker,Substantiv,De-Komiker.ogg,NYI,NYI,comedian,https://commons.wikimedia.org/wiki/Special:FilePath/De-Komiker.ogg
8388,427,frustriert,Adjektiv,De-frustriert.ogg,NYI,NYI,frustrated,https://commons.wikimedia.org/wiki/Special:FilePath/De-frustriert.ogg
8389,427,Depression,Substantiv,De-Depression.ogg,NYI,NYI,"depression, clinical depression",https://commons.wikimedia.org/wiki/Special:FilePath/De-Depression.ogg
8390,427,Schwiegervater,Substantiv,De-Schwiegervater.ogg,NYI,NYI,father-in-law,https://commons.wikimedia.org/wiki/Special:FilePath/De-Schwiegervater.ogg
8391,427,wiege,"Konjugierte Form","",NYI,NYI,"",""
8393,427,anhand,"Präposition",De-anhand.ogg,NYI,NYI,"in the light of, in the view of, in light of, by, by means of, by way of",https://commons.wikimedia.org/wiki/Special:FilePath/De-anhand.ogg
8394,427,Bemerkung,Substantiv,De-Bemerkung.ogg,NYI,NYI,"remark, comment, note, notice, annotation",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bemerkung.ogg
8395,427,"behüten",Verb,"",NYI,NYI,"",""
8396,427,verstopfen,Verb,De-verstopfen.ogg,NYI,NYI,"plug, clog",https://commons.wikimedia.org/wiki/Special:FilePath/De-verstopfen.ogg
8397,427,Alliierten,"Deklinierte Form","",NYI,NYI,"",""
8398,427,"überfordern",Verb,"De-überfordern.ogg",NYI,NYI,"overcharge, overburden, overexert","https://commons.wikimedia.org/wiki/Special:FilePath/De-überfordern.ogg"
8399,427,Tipps,"Deklinierte Form","",NYI,NYI,"",""
8401,427,Russe,"Deklinierte Form",De-Russe.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Russe.ogg
8402,427,Nikita,Vorname,"",NYI,NYI,"Nakita, Nikita, Nykita, Nykyta",""
8403,427,Zitat,Substantiv,De-Zitat.ogg,NYI,NYI,"citation, quotation",https://commons.wikimedia.org/wiki/Special:FilePath/De-Zitat.ogg
8404,427,Galgen,Substantiv,De-Galgen.ogg,NYI,NYI,"gallows, gibbet",https://commons.wikimedia.org/wiki/Special:FilePath/De-Galgen.ogg
8406,426,"Hüter",Substantiv,"De-Hüter.ogg",NYI,NYI,"custodian, guardian, keeper","https://commons.wikimedia.org/wiki/Special:FilePath/De-Hüter.ogg"
8407,426,"Vorstellungsgespräch",Substantiv,"",NYI,NYI,"interview, job interview",""
8408,426,vage,Adjektiv,De-vage.ogg,NYI,NYI,"vague, uncertain, sketchy, hazily, vagily, fuzzy",https://commons.wikimedia.org/wiki/Special:FilePath/De-vage.ogg
8409,426,entlasten,Verb,"",NYI,NYI,"ease, relieve",""
8410,426,effizient,Adjektiv,De-effizient.ogg,NYI,NYI,efficient,https://commons.wikimedia.org/wiki/Special:FilePath/De-effizient.ogg
8412,426,Tassen,"Deklinierte Form",De-Tassen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Tassen.ogg
8414,426,"gefällig",Adjektiv,"",NYI,NYI,"obliging, debonair, neat",""
8415,426,Jade,Toponym,"",NYI,NYI,"",""
8416,425,runtergefallen,"Partizip II","",NYI,NYI,"",""
8418,425,freundliche,"Deklinierte Form","",NYI,NYI,"",""
8421,424,Kaliber,Substantiv,"",NYI,NYI,"calibre, caliber",""
8422,424,Marseille,Toponym,De-Marseille-pronunciation.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Marseille-pronunciation.ogg
8423,424,Potenzial,Substantiv,De-Potenzial.ogg,NYI,NYI,potential,https://commons.wikimedia.org/wiki/Special:FilePath/De-Potenzial.ogg
8424,424,Reserve,Substantiv,De-Reserve.ogg,NYI,NYI,"backup, buffer, reserve, resource, reservation",https://commons.wikimedia.org/wiki/Special:FilePath/De-Reserve.ogg
8425,424,respektlos,Adjektiv,De-respektlos.ogg,NYI,NYI,disrespectful,https://commons.wikimedia.org/wiki/Special:FilePath/De-respektlos.ogg
8426,424,Privileg,Substantiv,De-Privileg.ogg,NYI,NYI,"prerogative, privilege",https://commons.wikimedia.org/wiki/Special:FilePath/De-Privileg.ogg
8427,424,grausame,"Deklinierte Form","",NYI,NYI,"",""
8428,424,jeweils,Adverb,De-jeweils.ogg,NYI,NYI,"at any one moment, at a time, always, each time",https://commons.wikimedia.org/wiki/Special:FilePath/De-jeweils.ogg
8429,424,Damm,Substantiv,De-Damm.ogg,NYI,NYI,"dam, bank, wall, embankment, levee, dam, bund, embankment, corduroy road, log road, carriageway, roadway, barrier, perineum",https://commons.wikimedia.org/wiki/Special:FilePath/De-Damm.ogg
8430,424,"Sprüche","Deklinierte Form","",NYI,NYI,"",""
8431,424,Kaiserin,Substantiv,De-Kaiserin.ogg,NYI,NYI,empress,https://commons.wikimedia.org/wiki/Special:FilePath/De-Kaiserin.ogg
8433,423,"küsste","Konjugierte Form","De-küsste.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-küsste.ogg"
8434,423,wochenlang,Adjektiv,De-wochenlang.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-wochenlang.ogg
8436,423,adoptieren,Verb,De-adoptieren.ogg,NYI,NYI,adopt,https://commons.wikimedia.org/wiki/Special:FilePath/De-adoptieren.ogg
8437,423,Beobachter,Substantiv,De-Beobachter.ogg,NYI,NYI,observer,https://commons.wikimedia.org/wiki/Special:FilePath/De-Beobachter.ogg
8438,423,verlocken,Verb,"",NYI,NYI,entice,""
8439,423,lautlos,Adjektiv,De-lautlos.ogg,NYI,NYI,"silent, soundless, noiseless",https://commons.wikimedia.org/wiki/Special:FilePath/De-lautlos.ogg
8441,423,bankrott,Adjektiv,De-bankrott.ogg,NYI,NYI,bankrupt,https://commons.wikimedia.org/wiki/Special:FilePath/De-bankrott.ogg
8442,423,anklopfen,Verb,De-anklopfen.ogg,NYI,NYI,"knock, approach, touch",https://commons.wikimedia.org/wiki/Special:FilePath/De-anklopfen.ogg
8443,423,zwing,"Konjugierte Form","",NYI,NYI,"",""
8444,423,Pfadfinder,Substantiv,"",NYI,NYI,"Scout Movement, scouting, scout, boy scout, girl scout",""
8445,423,Kandidat,Substantiv,De-Kandidat.ogg,NYI,NYI,candidate,https://commons.wikimedia.org/wiki/Special:FilePath/De-Kandidat.ogg
8446,422,"anführen",Verb,"De-anführen.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-anführen.ogg"
8447,422,Vetter,Substantiv,De-Vetter.ogg,NYI,NYI,cousin,https://commons.wikimedia.org/wiki/Special:FilePath/De-Vetter.ogg
8448,422,Mieter,Substantiv,De-Mieter.ogg,NYI,NYI,"tenant, lodger",https://commons.wikimedia.org/wiki/Special:FilePath/De-Mieter.ogg
8450,422,"römische","Deklinierte Form","",NYI,NYI,"",""
8451,422,"rück","Konjugierte Form","",NYI,NYI,"",""
8452,422,Karton,Substantiv,De-Karton.ogg,NYI,NYI,carton,https://commons.wikimedia.org/wiki/Special:FilePath/De-Karton.ogg
8453,422,Investoren,"Deklinierte Form","",NYI,NYI,"",""
8454,422,Notarzt,Substantiv,De-Notarzt.ogg,NYI,NYI,"emergency physician",https://commons.wikimedia.org/wiki/Special:FilePath/De-Notarzt.ogg
8456,422,lindern,Verb,De-lindern.ogg,NYI,NYI,"alleviate, ease",https://commons.wikimedia.org/wiki/Special:FilePath/De-lindern.ogg
